talk_id,title,speaker,recorded_date,published_date,event,duration,views,likes
1499,A novel idea for cleaning up oil spills,Cesar Harada,2012-06-25,2012-07-05,TEDxSummit,853,914441,27000
1500,A young guitarist meets his hero,Usman Riaz + Preston Reed,2012-06-28,2012-07-06,TEDGlobal 2012,985,5418341,162000
1501,The game that can give you 10 extra years of life,Jane McGonigal,2012-06-28,2012-07-09,TEDGlobal 2012,1153,7729626,231000
1503,Meet your microbes,Jonathan Eisen,2012-04-16,2012-07-10,TEDMED 2012,846,937177,28000
1506,"The future race car -- 150mph, and no driver",Chris Gerdes,2012-05-19,2012-07-11,TEDxStanford,630,835389,25000
1496,A vision of crimes in the future,Marc Goodman,2012-06-28,2012-07-12,TEDGlobal 2012,1148,1470020,44000
1505,New ways to see music (with color! and fire!),Jared Ficklin,2012-03-01,2012-07-13,TED2012,583,726120,21000
1507,How to fool a GPS,Todd Humphreys,2012-02-11,2012-07-14,TEDxAustin,928,814821,24000
1508,Capturing memories in video art,Gabriel Barcia-Colombo,2012-02-27,2012-07-15,TED2012,268,817836,24000
1509,Experiments that point to a new understanding of cancer,Mina Bissell,2012-06-29,2012-07-16,TEDGlobal 2012,961,1148131,34000
1510,Let's crowdsource the world's goals,Jamie Drummond,2012-06-27,2012-07-17,TEDGlobal 2012,713,610279,18000
1514,Sometimes it's good to give up the driver's seat,Baba Shiv,2012-05-19,2012-07-18,TEDxStanford,570,919301,27000
1515,Image recognition that triggers augmented reality,Matt Mills,2012-06-26,2012-07-19,TEDGlobal 2012,467,2706840,81000
1512,I listen to color,Neil Harbisson,2012-06-27,2012-07-20,TEDGlobal 2012,558,3369934,101000
1517,The greatest machine that never was,John Graham-Cumming,2012-03-24,2012-07-21,TEDxImperialCollege,717,1273446,38000
1516,Technology crafts for the digitally underserved,Vinay Venkatraman,2012-04-19,2012-07-22,TEDxSummit,831,649683,19000
1513,A Navy Admiral's thoughts on global security,James Stavridis,2012-06-26,2012-07-23,TEDGlobal 2012,977,777767,23000
1518,Your phone company is watching,Malte Spitz,2012-06-27,2012-07-24,TEDGlobal 2012,593,1750916,52000
1521,Finding the story inside the painting,Tracy Chevalier,2012-05-10,2012-07-25,TEDSalon London Spring 2012,844,1515445,45000
1520,Imaging at a trillion frames per second,Ramesh Raskar,2012-06-28,2012-07-26,TEDGlobal 2012,644,5674725,170000
1519,Building unimaginable shapes,Michael Hansmeyer,2012-06-27,2012-07-27,TEDGlobal 2012,650,960883,28000
1522,Every city needs healthy honey bees,Noah Wilson-Rich,2012-06-22,2012-07-28,TEDxBoston 2012,746,910440,27000
1528,When a reporter becomes the story,Giles Duley,2012-03-10,2012-07-29,TEDxObserver,701,254477,7600
1523,Behind the Great Firewall of China,Michael Anti,2012-06-29,2012-07-30,TEDGlobal 2012,1114,1754099,52000
1530,A teacher growing green in the South Bronx,Stephen Ritz,2012-02-01,2012-07-31,TEDxManhattan,805,1457371,43000
1531,What we're learning from online education,Daphne Koller,2012-06-26,2012-08-01,TEDGlobal 2012,1223,2880061,86000
1532,(Re)touching lives through photos,Becci Manson,2012-06-26,2012-08-02,TEDGlobal 2012,572,884538,26000
1526,The mad scientist of music,Mark Applebaum,2012-05-19,2012-08-03,TEDxStanford,993,5692358,170000
1543,Is life really that complex?,Hannah Fry,2012-06-03,2012-08-04,TEDxUCL,593,918832,27000
1542,Fighting with nonviolence,Scilla Elworthy,2012-04-20,2012-08-05,TEDxExeter,930,1292242,38000
1533,Dare to disagree,Margaret Heffernan,2012-06-29,2012-08-06,TEDGlobal 2012,759,4557725,136000
1534,A test for Parkinson's with a phone call,Max Little,2012-06-26,2012-08-07,TEDGlobal 2012,347,1389476,41000
1538,How we can eat our landscapes,Pam Warhurst,2012-05-10,2012-08-09,TEDSalon London Spring 2012,784,1453983,43000
1535,Embrace the remix,Kirby Ferguson,2012-06-29,2012-08-10,TEDGlobal 2012,565,1591606,47000
1541,Photos that bear witness to modern slavery,Lisa Kristine,2012-01-22,2012-08-11,TEDxMaui,1144,3003506,90000
1548,What's a snollygoster? A short lesson in political speak,Mark Forsyth,2012-06-22,2012-08-12,TEDxHousesOfParliament,382,1855958,55000
1547,Can democracy exist without trust?,Ivan Krastev,2012-06-28,2012-08-13,TEDGlobal 2012,827,761137,22000
1545,How to step up in the face of disaster,Caitria + Morgan O'Neill,2012-06-22,2012-08-14,TEDxBoston 2012,546,982551,29000
1544,Strange answers to the psychopath test,Jon Ronson,2012-03-01,2012-08-15,TED2012,1064,28327426,849000
1549,"Design for people, not awards",Timothy Prestero,2012-06-22,2012-08-16,TEDxBoston 2012,648,1119737,33000
1524,The art of creating awe,Rob Legato,2012-06-26,2012-08-17,TEDGlobal 2012,970,2075561,62000
1555,The power of the informal economy,Robert Neuwirth,2012-06-28,2012-09-05,TEDGlobal 2012,732,927227,27000
1556,The rise of human-computer cooperation,Shyam Sankar,2012-06-27,2012-09-06,TEDGlobal 2012,715,996331,29000
1551,"Sculpted space, within and without",Antony Gormley,2012-06-26,2012-09-07,TEDGlobal 2012,939,568311,17000
1561,Energy from floating algae pods,Jonathan Trent,2012-06-27,2012-09-08,TEDGlobal 2012,868,1132463,33000
1559,Brilliant designs to fit more people in every city,Kent Larson,2012-06-22,2012-09-09,TEDxBoston 2012,983,1269331,38000
1560,Why eyewitnesses get it wrong,Scott Fraser,2012-05-04,2012-09-10,TEDxUSC,1089,1460906,43000
1557,Mental health for all by involving all,Vikram Patel,2012-06-27,2012-09-11,TEDGlobal 2012,725,1288814,38000
1554,The voices of China's workers,Leslie T. Chang,2012-06-26,2012-09-12,TEDGlobal 2012,848,1659147,49000
1562,The promise of research with stem cells,Susan Solomon,2012-06-28,2012-09-13,TEDGlobal 2012,881,973943,29000
1527,A choreographer's creative process in real time,Wayne McGregor,2012-06-27,2012-09-14,TEDGlobal 2012,901,1198612,35000
1558,Demand a more open-source government,Beth Noveck,2012-06-27,2012-09-15,TEDGlobal 2012,1026,606177,18000
1565,The global food waste scandal,Tristram Stuart,2012-05-10,2012-09-16,TEDSalon London Spring 2012,838,1911359,57000
1563,The mysterious workings of the adolescent brain,Sarah-Jayne Blakemore,2012-06-25,2012-09-17,TEDGlobal 2012,849,3889229,116000
1564,Why architects need to use their ears,Julian Treasure,2012-06-26,2012-09-18,TEDGlobal 2012,574,1390193,41000
1576,Discover the physical side of the internet,Andrew Blum,2012-06-27,2012-09-19,TEDGlobal 2012,702,1670888,50000
1567,Demand a fair trade cell phone,Bandi Mbubi,2012-04-20,2012-09-20,TEDxExeter,544,649820,19000
1566,A story about knots and surgeons,Ed Gavagan,2012-04-11,2012-09-21,TEDMED 2012,724,1111053,33000
1572,The currency of the new economy is trust,Rachel Botsman,2012-06-26,2012-09-22,TEDGlobal 2012,1169,1521279,45000
1574,Are droids taking our jobs?,Andrew McAfee,2012-06-04,2012-09-23,TEDxBoston 2012,830,1118047,33000
1573,"What we're learning from 5,000 brains",Read Montague,2012-06-27,2012-09-24,TEDGlobal 2012,786,801143,24000
1546,How the Internet will (one day) transform government,Clay Shirky,2012-06-26,2012-09-25,TEDGlobal 2012,1095,1324773,39000
1578,An animated tour of the invisible,John Lloyd,2012-09-26,2012-09-26,TED-Ed,485,2292160,68000
1575,What doctors don't know about the drugs they prescribe,Ben Goldacre,2012-06-05,2012-09-27,TEDMED 2012,792,2704344,81000
1537,A thousand times no,Bahia Shehab,2012-06-25,2012-09-28,TEDGlobal 2012,339,1181847,35000
1582,Making sense of maps,Aris Venetikidis,2012-09-02,2012-09-29,TEDxDublin,979,750104,22000
1583,Let's prepare for our new climate,Vicki Arroyo,2012-06-27,2012-09-30,TEDGlobal 2012,622,1241802,37000
1569,Your body language may shape who you are,Amy Cuddy,2012-06-26,2012-10-01,TEDGlobal 2012,1245,66163329,1900000
1577,Between music and medicine,Robert Gupta,2012-04-15,2012-10-02,TEDMED 2012,970,1286656,38000
1586,Terrorism is a failed brand,Jason McCue,2012-06-26,2012-10-03,TEDGlobal 2012,1125,845142,25000
1570,The self-organizing computer course,Shimon Schocken,2012-06-26,2012-10-04,TEDGlobal 2012,968,1109929,33000
1579,Weaving narratives in museum galleries,Thomas P. Campbell,2012-03-01,2012-10-05,TED2012,979,706254,21000
1591,3 ways to (usefully) lose control of your brand,Tim Leberecht,2012-06-25,2012-10-08,TEDGlobal 2012,373,1106383,33000
1571,"How art, technology and design inform creative leaders",John Maeda,2012-06-26,2012-10-09,TEDGlobal 2012,984,1211154,36000
1584,What's so funny about mental illness?,Ruby Wax,2012-06-26,2012-10-10,TEDGlobal 2012,507,3070611,92000
1592,Talk nerdy to me,Melissa Marshall,2012-06-26,2012-10-11,TEDGlobal 2012,257,2804542,84000
1588,The secret lives of paintings,Maurizio Seracini,2012-06-29,2012-10-12,TEDGlobal 2012,737,801540,24000
1580,Smart failure for a fast-changing world,Eddie Obeng,2012-06-26,2012-10-15,TEDGlobal 2012,739,1697163,50000
1585,Let's pool our medical data,John Wilbanks,2012-06-29,2012-10-16,TEDGlobal 2012,969,602972,18000
1587,"Science is for everyone, kids included",Beau Lotto + Amy O'Toole,2012-06-26,2012-10-17,TEDGlobal 2012,908,1711662,51000
1594,My battle to expose government corruption,Heather Brooke,2012-06-28,2012-10-18,TEDGlobal 2012,1120,1103610,33000
1581,"Online video -- annotated, remixed and popped",Ryan Merkley,2012-06-26,2012-10-19,TEDGlobal 2012,248,739217,22000
1593,"Actually, the world isn't flat",Pankaj Ghemawat,2012-06-28,2012-10-22,TEDGlobal 2012,1006,1042028,31000
1597,The strange politics of disgust,David Pizarro,2012-05-11,2012-10-23,TEDxEast,825,784435,23000
1596,A child of the state,Lemn Sissay,2012-06-22,2012-10-24,TEDxHousesOfParliament,900,993969,29000
1598,Metal that breathes,Doris Kim Sung,2012-05-04,2012-10-25,TEDxUSC,522,1293306,38000
1602,A cyber-magic card trick like no other,Marco Tempest,2012-06-28,2012-10-26,TEDGlobal 2012,378,2092151,62000
1595,Why democracy matters,Rory Stewart,2012-06-12,2012-10-29,TEDxHousesOfParliament,804,1033274,30000
1599,How open data is changing international aid,Sanjay Pradhan,2012-06-26,2012-10-30,TEDGlobal 2012,903,528671,15000
1605,The secret of the bat genome,Emma Teeling,2012-09-22,2012-10-31,TEDxDublin,968,566709,17000
1606,"Healthier men, one moustache at a time",Adam Garone,2011-11-14,2012-11-01,TEDxToronto 2011,984,753432,22000
1600,What I've learned from my autistic brothers,Faith Jegede Cole,2012-04-22,2012-11-02,TED@London,303,1454444,43000
1607,Want to be happier? Stay in the moment,Matt Killingsworth,2011-11-11,2012-11-05,TEDxCambridge,599,3554884,106000
1608,A new mission for veterans -- disaster relief,Jake Wood,2011-12-21,2012-11-06,TEDxSanDiego,282,589653,17000
1604,The beautiful nano details of our world,Gary Greenberg,2012-04-10,2012-11-07,TEDxMaui,709,1178563,35000
1601,The tragedy of orphanages,Georgette Mulheir,2012-05-10,2012-11-08,TEDSalon London Spring 2012,624,909299,27000
1612,The future of lying,Jeff Hancock,2012-09-13,2012-11-09,TEDxWinnipeg,1094,1458840,43000
1613,4 lessons in creativity,Julie Burstein,2012-02-29,2012-11-12,TED2012,1023,2169356,65000
1614,How I started a sanitary napkin revolution!,Arunachalam Muruganantham,2012-05-20,2012-11-13,TED@Bangalore,544,1856561,55000
1603,Love letters to strangers,Hannah Brencher,2012-06-07,2012-11-14,TED@New York,275,3990753,119000
1609,"How to ""sketch"" with electronics",Leah Buechley,2011-11-19,2012-11-15,TEDYouth 2011,376,821416,24000
1552,The arts festival revolution,David Binder,2012-06-26,2012-11-16,TEDGlobal 2012,527,724869,21000
1618,Your brain on video games,Daphne Bavelier,2012-06-22,2012-11-19,TEDxCHUV,1060,8855941,265000
1616,The cheap all-terrain wheelchair,Amos Winter,2012-06-22,2012-11-20,TEDxBoston 2012,657,1380575,41000
1619,Teen wonders play bluegrass,Sleepy Man Banjo Boys,2012-06-07,2012-11-21,TED@New York,286,2552183,76000
1283,Nature. Beauty. Gratitude.,Louie Schwartzberg,2011-06-11,2012-11-22,TEDxSF,570,4795042,143000
1553,Before I die I want to ...,Candy Chang,2012-07-23,2012-11-23,TEDGlobal 2012,363,5956826,178000
1617,Want to help someone? Shut up and listen!,Ernesto Sirolli,2012-09-01,2012-11-26,TEDxEQChCh,1012,3717043,111000
1620,How to solve traffic jams,Jonas Eliasson,2012-09-13,2012-11-27,TEDxHelvetia,490,1397960,41000
1621,A broken body isn't a broken person,Janine Shepherd,2012-10-01,2012-11-28,TEDxKC,1120,1786656,53000
1610,Why I love vultures,Munir Virani,2012-05-05,2012-11-29,TED@Nairobi,384,1242678,37000
1622,"Forget multitasking, try monotasking",Paolo Cardini,2012-06-27,2012-11-30,TEDGlobal 2012,155,2798654,83000
1623,Why global jihad is losing,Bobby Ghosh,2012-09-29,2012-12-03,TEDxGeorgetown,974,743524,22000
1611,A bath without water,Ludwick Marishane,2012-05-03,2012-12-04,TED@Johannesburg,296,1787782,53000
1624,Lessons in business ... from prison,Jeff Smith,2012-06-07,2012-12-05,TED@New York,283,1358578,40000
1626,Could tissue engineering mean personalized medicine?,Nina Tandon,2012-06-26,2012-12-06,TEDGlobal 2012,362,1310753,39000
1625,Please don't take my Air Jordans,Lemon Andersen,2011-11-19,2012-12-07,TEDYouth 2011,519,1492224,44000
1627,"Pool medical patents, save lives",Ellen 't Hoen,2012-10-25,2012-12-10,TEDxZurich 2012,659,442745,13000
1630,How to separate fact and fiction online,Markham Nolan,2012-11-07,2012-12-11,TEDSalon London Fall 2012,792,1501799,45000
1629,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...",Maz Jobrani,2012-04-22,2012-12-12,TEDxSummit,414,19934289,598000
1628,The dance of the dung beetle,Marcus Byrne,2012-08-23,2012-12-13,TEDxWitsUniversity,1011,1148170,34000
1631,Why bother leaving the house?,Ben Saunders,2012-11-07,2012-12-14,TEDSalon London Fall 2012,620,1935688,58000
1632,"Excuse me, may I rent your car?",Robin Chase,2012-07-14,2012-12-17,TEDGlobal 2012,727,1095933,32000
1633,Beware neuro-bunk,Molly Crockett,2012-11-07,2012-12-18,TEDSalon London Fall 2012,661,1395560,41000
1634,"A father-daughter bond, one photo at a time",Steven Addis,2012-02-29,2012-12-19,TED2012,201,1598624,47000
1638,What we learned from teetering on the fiscal cliff,Adam Davidson,2012-12-17,2012-12-20,TEDSalon NY2012,1171,834431,25000
1636,Israel and Iran: A love story?,Ronny Edry,2012-09-06,2012-12-21,TEDxJaffa 2012,880,2141372,64000
1637,What fear can teach us,Karen Thompson Walker,2012-06-28,2013-01-02,TEDGlobal 2012,673,2624660,78000
1641,Re-engineering mosquitos to fight disease,Hadyn Parry,2012-11-07,2013-01-03,TEDSalon London Fall 2012,820,1049711,31000
1639,A cinematic journey through visual effects,Don Levy,2012-02-28,2013-01-04,TED2012,397,802056,24000
1642,How common threats can make common (political) ground,Jonathan Haidt,2012-12-19,2013-01-07,TEDSalon NY2012,1184,695956,20000
1643,Deep sea diving ... in a wheelchair,Sue Austin,2012-12-01,2013-01-08,TEDxWomen 2012,561,2534898,76000
1644,How a boy became an artist,Jarrett J. Krosoczka,2012-10-12,2013-01-09,TEDxHampshireCollege,1109,1084556,32000
1645,Ethical riddles in HIV research,Boghuma Kabisen Titanji,2012-05-05,2013-01-10,TEDxGoodenoughCollege,653,597674,17000
1640,All it takes is 10 mindful minutes,Andy Puddicombe,2012-11-16,2013-01-11,TEDSalon London Fall 2012,547,13499352,404000
1646,A father-daughter dance ... in prison,Angela Patton,2012-11-30,2013-01-14,TEDxWomen 2012,511,959799,28000
1568,"Biohacking -- you can do it, too",Ellen Jorgensen,2012-06-22,2013-01-15,TEDGlobal 2012,591,1348268,40000
1647,"Looks aren't everything. Believe me, I'm a model.",Cameron Russell,2012-10-27,2013-01-16,TEDxMidAtlantic,560,38900767,1100000
1648,Could the sun be good for your heart?,Richard Weller,2012-03-04,2013-01-17,TEDxGlasgow,762,1227242,36000
1650,How movies teach manhood,Colin Stokes,2012-11-17,2013-01-18,TEDxBeaconStreet,759,6167100,185000
1651,What I saw in the war,Janine di Giovanni,2012-12-01,2013-01-22,TEDxWomen 2012,696,1149926,34000
1649,Kids need structure,Colin Powell,2012-10-26,2013-01-23,TEDxMidAtlantic,1049,1737626,52000
1652,A universal translator for surgeons,Steven Schwaitzberg,2012-11-17,2013-01-24,TEDxBeaconStreet,684,524871,15000
1654,Why domestic violence victims don't leave,Leslie Morgan Steiner,2012-11-10,2013-01-25,TEDxRainier,942,7380277,221000
1656,A new kind of job market,Wingham Rowan,2012-11-08,2013-01-28,TEDSalon London Fall 2012,723,1153636,34000
1657,Let's teach kids to code,Mitch Resnick,2012-11-17,2013-01-29,TEDxBeaconStreet,991,2736120,82000
1658,Fifty shades of gay,iO Tillett Wright,2012-12-01,2013-01-30,TEDxWomen 2012,1081,3150930,94000
1660,A country with no water,Fahad Al-Attiya,2012-04-22,2013-01-31,TEDxSummit,509,1596538,47000
1662,I think we all need a pep talk,Kid President,2013-01-24,2013-02-01,SoulPancake,208,1062419,31000
1659,Why Libya's revolution didn't work -- and what might,Zahra' Langhi,2012-12-01,2013-02-04,TEDxWomen 2012,571,559696,16000
1655,Hey science teachers -- make it fun,Tyler DeWitt,2012-11-17,2013-02-05,TEDxBeaconStreet,833,1992613,59000
1663,One second every day,Cesar Kuriyama,2012-03-02,2013-02-06,TED2012,465,2067900,62000
1661,Print your own medicine,Lee Cronin,2012-06-26,2013-02-07,TEDGlobal 2012,169,1077999,32000
1664,Take back your city with paint,Edi Rama,2012-05-12,2013-02-08,TEDxThessaloniki,925,671909,20000
1666,Dare to educate Afghan girls,Shabana Basij-Rasikh,2012-12-01,2013-02-11,TEDxWomen 2012,559,1224096,36000
1665,"A ""self-healing"" asphalt",Erik Schlangen,2012-10-05,2013-02-12,TEDxDelft,393,1072889,32000
1668,Who controls the world?,James B. Glattfelder,2012-10-25,2013-02-13,TEDxZurich 2012,833,2907749,87000
1669,The secret to desire in a long-term relationship,Esther Perel,2013-02-11,2013-02-14,TEDSalon NY2013,1133,19997840,599000
1653,"Be an artist, right now!",Young-ha Kim,2010-07-24,2013-02-15,TEDxSeoul,1000,2128545,63000
1671,"A monkey that controls a robot with its thoughts. No, really.",Miguel Nicolelis,2012-04-11,2013-02-18,TEDMED 2012,878,1372303,41000
1670,Could your language affect your ability to save money?,Keith Chen,2012-06-23,2013-02-19,TEDGlobal 2012,716,2020463,60000
1673,Three myths about corruption,Afra Raymond,2012-12-12,2013-02-20,TEDxPortofSpain,1073,986696,29000
1667,Use data to build better schools,Andreas Schleicher,2012-07-14,2013-02-21,TEDGlobal 2012,1170,869107,26000
1674,How a fly flies,Michael Dickinson,2013-01-18,2013-02-22,TEDxCaltech,938,1911913,57000
1675,Agile programming -- for your family,Bruce Feiler,2013-02-11,2013-02-25,TEDSalon NY2013,1063,1795820,53000
1677,"Dance, tiny robots!",Bruno Maisonnier,2013-01-24,2013-02-26,TEDxConcorde,172,1460257,43000
1678,Build a School in the Cloud,Sugata Mitra,2013-02-26,2013-02-27,TED2013,1334,3766328,112000
1679,A clean energy proposal -- race to the top!,Jennifer Granholm,2013-02-26,2013-02-28,TED2013,744,802019,24000
1682,The art of asking,Amanda Palmer,2013-02-27,2013-03-01,TED2013,810,12820783,384000
1683,How to fight desertification and reverse climate change,Allan Savory,2013-02-28,2013-03-04,TED2013,1322,8551684,256000
1684,How we found the giant squid,Edith Widder,2013-02-26,2013-03-05,TED2013,501,5224290,156000
1685,A guerrilla gardener in South Central LA,Ron Finley,2013-02-28,2013-03-06,TED2013,629,4257207,127000
1672,A girl who demanded school,Kakenya Ntaiya,2012-10-26,2013-03-07,TEDxMidAtlantic,899,2764256,82000
1687,To This Day ... for the bullied and beautiful,Shane Koyczan,2013-02-28,2013-03-08,TED2013,706,7479389,224000
1688,The way we think about charity is dead wrong,Dan Pallotta,2013-03-01,2013-03-11,TED2013,1117,5341762,160000
1689,Your brain is more than a bag of chemicals,David Anderson,2013-01-18,2013-03-12,TEDxCaltech,908,1596237,47000
1690,The dawn of de-extinction. Are you ready?,Stewart Brand,2013-02-26,2013-03-13,TED2013,1087,2165216,64000
1691,"The good news on poverty (Yes, there's good news)",Bono,2013-02-26,2013-03-14,TED2013,820,2002878,60000
1692,Play with smart materials,Catarina Mota,2012-07-12,2013-03-15,TEDGlobal 2012,579,1177637,35000
1693,The Internet could crash. We need a Plan B,Danny Hillis,2013-02-27,2013-03-18,TED2013,734,1415571,42000
1695,"The mind behind Tesla, SpaceX, SolarCity ...",Elon Musk,2013-02-28,2013-03-19,TED2013,1247,8140559,244000
1694,My escape from North Korea,Hyeonseo Lee,2013-02-28,2013-03-20,TED2013,718,23693822,710000
1696,We need better drugs -- now,Francis Collins,2012-04-12,2013-03-21,TEDMED 2012,863,954256,28000
1697,Virtual Choir Live,Eric Whitacre,2013-03-01,2013-03-22,TED2013,738,1255583,37000
1698,We're covered in germs. Let's design for that.,Jessica Green,2013-02-25,2013-03-25,TED2013,509,1077270,32000
1700,One very dry demo,Mark Shaw,2013-02-28,2013-03-26,TED2013,317,1667894,50000
1699,My invention that made peace with lions,Richard Turere,2013-02-27,2013-03-27,TED2013,427,2948704,88000
1701,"When you're making a deal, what's going on in your brain?",Colin Camerer,2013-01-18,2013-03-28,TEDxCaltech,816,1591084,47000
1705,The technology of touch,Katherine Kuchenbecker,2012-11-17,2013-03-29,TEDYouth 2012,372,685992,20000
1703,How a dead duck changed my life,Kees Moeliker,2013-02-28,2013-04-01,TED2013,698,1478975,44000
1704,"A skateboard, with a boost",Sanjay Dastoor,2013-02-27,2013-04-02,TED2013,246,1941516,58000
1702,"We the People, and the Republic we must reclaim",Lawrence Lessig,2013-02-27,2013-04-03,TED2013,1085,1660197,49000
1707,"The emergence of ""4D printing""",Skylar Tibbits,2013-02-25,2013-04-04,TED2013,489,2956826,88000
1708,"Watson, Jeopardy and me, the obsolete know-it-all",Ken Jennings,2013-02-10,2013-04-05,TEDxSeattleU,1057,1427888,42000
1710,4 pillars of college success in science,Freeman Hrabowski,2013-02-28,2013-04-08,TED2013,896,1139165,34000
1709,A mini robot -- powered by your phone,Keller Rinaudo,2013-02-26,2013-04-09,TED2013,337,1197944,35000
1706,What makes us feel good about our work?,Dan Ariely,2012-10-24,2013-04-10,TEDxRiodelaPlata,1212,7268097,218000
1711,Health care should be a team sport,Eric Dishman,2013-03-27,2013-04-11,TED@Intel,945,1196659,35000
1712,The Philosophical Breakfast Club,Laura Snyder,2012-06-19,2013-04-12,TEDGlobal 2012,740,1334560,40000
1713,Let's talk crap. Seriously.,Rose George,2013-02-27,2013-04-15,TED2013,828,1818765,54000
1714,Toward a new understanding of mental illness,Thomas Insel,2013-01-18,2013-04-16,TEDxCaltech,769,1585272,47000
1715,In search of the man who broke my neck,Joshua Prager,2013-03-01,2013-04-17,TED2013,1097,1594948,47000
1717,"Parkinson's, depression and the switch that might turn them off",Andres Lozano,2013-01-18,2013-04-18,TEDxCaltech,921,1542359,46000
1716,My journey to yo-yo mastery,BLACK,2013-02-27,2013-04-19,TED2013,614,15659068,469000
1718,Txtng is killing language. JK!!!,John McWhorter,2013-02-28,2013-04-22,TED2013,814,3284786,98000
1720,The key to growth? Race with the machines,Erik Brynjolfsson,2013-02-26,2013-04-23,TED2013,702,1395950,41000
1719,"The death of innovation, the end of growth",Robert Gordon,2013-02-26,2013-04-23,TED2013,720,1264096,37000
1723,How much does a video weigh?,Michael Stevens,2013-02-28,2013-04-24,TEDActive 2013,443,823432,24000
1724,"If cars could talk, accidents might be avoidable",Jennifer Healey,2013-04-08,2013-04-25,TED@Intel,526,954914,28000
1725,10 top time-saving tech tips,David Pogue,2013-02-25,2013-04-26,TED2013,331,5232861,156000
1726,Got a meeting? Take a walk,Nilofer Merchant,2013-02-26,2013-04-29,TED2013,194,3671566,110000
1727,My radical plan for small nuclear fission reactors,Taylor Wilson,2013-02-27,2013-04-30,TED2013,759,2591351,77000
1729,The silent drama of photography,Sebastião Salgado,2013-02-26,2013-05-01,TED2013,999,2108923,63000
1730,"Your online life, permanent as a tattoo",Juan Enriquez,2013-02-26,2013-05-02,TED2013,343,1914835,57000
1728,Every kid needs a champion,Rita Pierson,2013-05-07,2013-05-03,TED Talks Education,454,14307132,429000
1735,The economic case for preschool,Timothy Bartik,2012-09-14,2013-05-06,TEDxMiamiUniversity,932,462775,13000
1736,Learn to read Chinese ... with ease!,ShaoLan,2013-02-26,2013-05-07,TED2013,357,5989084,179000
1737,"""High School Training Ground""",Malcolm London,2013-05-07,2013-05-08,TED Talks Education,166,1575789,47000
1734,"My story, from gangland daughter to star teacher",Pearl Arredondo,2013-05-07,2013-05-08,TED Talks Education,470,1215130,36000
1732,Our failing schools. Enough is enough!,Geoffrey Canada,2013-05-07,2013-05-08,TED Talks Education,1013,2438514,73000
1739,Teachers need real feedback,Bill Gates,2013-05-07,2013-05-08,TED Talks Education,607,4556329,136000
1731,3 rules to spark learning,Ramsey Musallam,2013-04-17,2013-05-08,TED Talks Education,375,3324712,99000
1733,Grit: The power of passion and perseverance,Angela Lee Duckworth,2013-04-04,2013-05-09,TED Talks Education,359,28025774,840000
1738,How to escape education's death valley,Sir Ken Robinson,2013-04-23,2013-05-10,TED Talks Education,1137,12237544,367000
1741,Why 30 is not the new 20,Meg Jay,2013-02-28,2013-05-13,TED2013,875,12860725,385000
1742,Why we need strangeness,Maria Bezaitis,2013-04-07,2013-05-14,TED@Intel,466,1265058,37000
1721,The invisible man,Liu Bolin,2013-02-28,2013-05-15,TED2013,453,1388168,41000
1743,"Hack a banana, make a keyboard!",Jay Silver,2013-04-24,2013-05-16,TEDSalon NY2013,781,1483914,44000
1745,Why Google Glass?,Sergey Brin,2013-02-27,2013-05-17,TED2013,421,2174099,65000
1746,The why and how of effective altruism,Peter Singer,2013-03-01,2013-05-20,TED2013,1025,2218673,66000
1747,Embrace the shake,Phil Hansen,2013-02-26,2013-05-21,TED2013,587,2862348,85000
1744,Prepare for a good end of life,Judy MacDonald Johnston,2013-02-27,2013-05-22,TED2013,348,1668435,50000
1749,Architecture for the people by the people,Alastair Parvin,2013-02-27,2013-05-23,TED2013,777,1649731,49000
1750,"The violin, and my dark night of the soul",Ji-Hae Park,2013-02-27,2013-05-24,TED2013,747,4897437,146000
1752,Why I brought Pac-Man to MoMA,Paola Antonelli,2013-05-16,2013-05-28,TEDSalon NY2013,1108,1027948,30000
1753,Violence against women -- it's a men's issue,Jackson Katz,2012-11-30,2013-05-29,TEDxFiDiWomen,1047,2688865,80000
1751,Bring back the woolly mammoth!,Hendrik Poinar,2013-03-15,2013-05-30,TEDxDeExtinction,608,1145652,34000
1755,How books can open your mind,Lisa Bu,2013-02-28,2013-05-31,TED2013,363,6288629,188000
1756,"Love, no matter what",Andrew Solomon,2013-04-24,2013-06-03,TEDMED 2013,1393,5591432,167000
1754,How behavioral science can lower your energy bill,Alex Laskey,2013-02-28,2013-06-04,TED2013,477,1269123,38000
1757,"How I named, shamed and jailed",Anas Aremeyaw Anas,2013-02-28,2013-06-05,TED2013,753,1531410,45000
1758,Could we speak the language of dolphins?,Denise Herzing,2013-02-27,2013-06-06,TED2013,864,1642905,49000
1760,How I made an impossible film,Martin Villeneuve,2013-02-27,2013-06-07,TED2013,641,1006588,30000
1759,What will future jobs look like?,Andrew McAfee,2013-02-28,2013-06-10,TED2013,851,5088123,152000
1764,The astounding athletic power of quadcopters,Raffaello D'Andrea,2013-06-10,2013-06-11,TEDGlobal 2013,954,14218928,426000
1765,Imagine a European democracy without borders,George Papandreou,2013-06-11,2013-06-12,TEDGlobal 2013,1192,817846,24000
1766,The kill decision shouldn't belong to a robot,Daniel Suarez,2013-06-11,2013-06-13,TEDGlobal 2013,786,1966004,58000
